repo_name,commit,message,Author_email,commit_date,is_corrective,is_English,message_length
williamfiset/Algorithms,2c42c7a9159773356e8277dbf67f111402367030,"Performance boost prime sieve
",4b5acff4ec4bf26d4cad7112c4a5e303685ef5ff@gmail.com,2017-06-28 14:01:57 UTC,0,0,30
sta/websocket-sharp,39add76329f8d032618d51d417edb61d6509c4af,"[Modify] Polish it
",e9eb5fb12fca54ee1fb793474c43ae6232e23026@gmail.com,2015-10-16 02:26:36 UTC,0,0,19
jser/jser.github.io,94b7dcb12c5b1d63ad2615566d4bcf4a2905f742,"translate to korean 2016-01-06
",2ad4d821d3eb80c7134a1f59be72305ba7d82c99@gmail.com,2016-01-08 00:42:01 UTC,0,0,31
simonvreeman/simonvreeman.github.io,cc1ab1b9889096685a8431b1a37fa5f6429fccae,"Gin Tonic
",5ed5465c9dd3f553dd811fedb61d38ccf629bccd@gmail.com,2015-07-17 09:53:08 UTC,0,0,10
bbxyard/bbxyard,7b2c5121bc2070992b18a555f4d7ff5963e59863,"Create DPController.java

add controller处理
",a18bd977ad56941881e3aa91e9de797ea615e3c5@gmail.com,2019-09-03 16:38:38 UTC,0,0,43
sseering/ytdlWrapper,3274e1130de7869dcb89ab224fb1cef0a6adb3bd,"download happend
",8099c23635ea2f4c372098e693184f3e567407a7@todo.find.proper.mail.domain,2019-12-31 16:48:55 UTC,0,0,17
Kronos-Integration/kronos-endpoint,e9cb170b7d55e73a2b818e56854de0e3e0fb9245,"chore(package): esm@^3.2.3
chore(scripts): cover@#overwrite c8 --temp-directory build/coverage ava && c8 report -r lcov --temp-directory build/coverage
chore(package): add nyc from template
chore(package): set $.ava.require='esm' as in template
chore(package): set $.ava.files='tests/*-test.js,tests/*-test.mjs' as in template
chore(package): set $.ava.extensions='js,mjs' as in template",d7345cc33cdae6a44846871372d59b8178f00e4c@gmx.de,2019-02-07 11:21:42 UTC,0,1,387
skeychen/dswork,10d828fb6c9f1d5018c1d2aa74a32c899e53ee19,,4d84edc8e91bfe22b61371466c357c044ca92225@qq.com,2019-04-18 10:19:37 UTC,0,0,0
gentoo-mirror/wjn-overlay,acdc317421da27aa87b41f51f7303b21488f3c27,"mate-base/caja: Remove unused flags from metadata.xml
",d62cc0b725aa08848f2bd2800bf19a2066a39d97@aol.jp,2017-02-07 18:53:41 UTC,0,1,54
kazunetakahashi/atcoder,113ec89186eb661fdd97ed00cd74f5756e471dba,"submit E.cpp to 'E - Symmetric Grid' (arc095) [C++14 (GCC 5.4.1)]
",aebdaee7c323daf039e54ef21d4157b6cafc4a22@gmail.com,2018-04-16 16:12:15 UTC,0,0,66
kitesurf/kitesurf.github.io,b5ced7a67c6cdbd99ea9823506517de80999831b,Updated index.md - Texts changed,ba99b278375fdb0f578e72f64e36b979bfbcbc5b@users.noreply.github.com,2015-04-06 14:22:33 UTC,0,0,32
coreyja/glassy-collections,f57408dd3ff88caa857acfb66fc64c3842f285af,"Bump autoprefixer-rails from 9.0.2 to 9.1.0

Bumps [autoprefixer-rails](https://github.com/ai/autoprefixer-rails) from 9.0.2 to 9.1.0.
- [Release notes](https://github.com/ai/autoprefixer-rails/releases)
- [Changelog](https://github.com/ai/autoprefixer-rails/blob/master/CHANGELOG.md)
- [Commits](https://github.com/ai/autoprefixer-rails/compare/9.0.2...9.1.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com,2018-08-03 01:40:17 UTC,0,2,450
aws/aws-sdk-java,003e91a4a9716907ef97ffa708e8050217887948,"'Version 1.4.6 of the AWS Java SDK'
",8f6cdab6c0a2da66d135c495f1bb10464f924670@yifei.desktop.amazon.com,2013-06-13 17:38:34 UTC,0,1,36
bluebird75/watch-lu,94a9bc36d0e60d629f094a704324f6dd79e956f6,"DB update
",e888d2bd6f13f82caa51a37c03d034c76f661ba3@freehackers.org,2017-09-14 01:51:26 UTC,0,0,10
Kronos-Integration/kronos-service-manager,c263615ca4ee5402ad39ec6f974a5a99c2803d95,"chore(dependencies): kronos-step@3.9.0 kronos-flow@1.6.3
",d7345cc33cdae6a44846871372d59b8178f00e4c@gmx.de,2016-01-24 21:44:42 UTC,0,0,57
vcabeli/vcabeli.github.io,bc7788f545d82c5b296915a67441c94f4b62bcb7,"banner for 11/04/2019
",a916f94ad6a9bd00d806b6dca36ac84c97e975f1@gmail.com,2019-11-04 12:55:01 UTC,0,1,22
bouzuya/blog.bouzuya.net,18e1b183c412b347636d2bd0cd8593eed23341c6,"fix 2017-04-06
",6b0d31c0d563223024da45691584643ac78c96e8@bouzuya.net,2017-04-30 23:19:25 UTC,0,0,15
acanas/swad-core,ae7481a92b314567ecba26dd6c6db3aba43336da,"Version 14.101
",46c475951c30c6e95a77e6ab2a1daab336e52566@ugr.es,2015-03-24 16:47:26 UTC,0,0,15
miaomiaoqi/miaomiaoqi.github.io,8ab3f119c25ce502deb860c75765543e5fc575db,"updat blog
",1bf6e678174043e6bf6212fdb886ade30239a662@xdf.cn,2019-12-26 12:56:09 UTC,0,0,11
ivanzz1001/records,3bcbe836721fbe151b5a764ffa6392eb8b8f7f90,"ff
",b55d693ae5a4c8ed2fa99eab1e2f0eaeafa15194@qq.com,2017-11-24 09:58:12 UTC,0,0,3
Obsidian-StudiosInc/xtoo-overlay,ef8e3c3d10ef0a9f4a43c0879b2561177d26c00e,"dev-java/jetty-client: Cleaning old version(s)

Package-Manager: Portage-2.3.67, Repoman-2.3.14
",5e4557228daa139c9a741b62ae628b57011c8875@o-sinc.com,2019-06-23 15:13:42 UTC,0,0,96
zhangjunhd/reading-notes,dae30c3e72c1f11deeb23bf89b57c9ea4d33ccea,"Update computer.md
",47514ff74cd38f3365ceac5502e0456a27f63758@qq.com,2019-08-03 23:49:42 UTC,0,0,19
openstandia/keycloak-documentation-i18n,d53458de32b472e3d6f2007a9a2e09bc3a5bd597,"[review_completed] Updating translations for i18n/po/ja_JP/topics/templates/document-attributes-community.ja_JP.po

Translate-URL: https://www.transifex.com/openstandia/keycloak-documentation-i18n/translate/#ja_JP/topics__templates__document-attributes-community",db2992cdd09dd0aaa57ef17fb32e41733c035604@gmail.com,2019-03-20 03:15:42 UTC,0,1,262
GridProtectionAlliance/openPDC,3af26c945849620df28b2944512dff1d84d6e068,"Synchrophasor-VS2012: Updated grid solutions framework tool: DNP3ConfigGenerator.

git-tfs-id: [https://tfs.codeplex.com/tfs/TFS07]$/openpdc/Synchrophasor/Current Version-VS2012;C95938
",5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@gridprotectionalliance.org,2015-05-23 06:38:38 UTC,0,0,185
gganssle/scimirrorbot,ca2ff1fba9ebcf1963bf0c4d25b842c07d8dcbfb,"$date
",de06109890d26a134f724246c64e1c553881974a@m-gan.sl,2019-11-17 12:00:13 UTC,0,0,6
leafo/itchio-app,f399f1c0fb859d5463fbecb5292548b3c9da0541,"Merge pull request #654 from FrozenCow/fix-pkgbuild

Fix bin path and dependencies in PKGBUILD",e789e6ca14969a77bd8a42f852f8b5d89d85bbbf@users.noreply.github.com,2016-05-16 18:39:46 UTC,1,2,94
regardscitoyens/AFP-AN-RSS,953fbce9fa9a0dc8fb11d514359d95cbb3c901a4,"update rss
",953469170313075c8a31a7b4f03603d7d49d0d26@gmail.com,2015-07-14 09:10:02 UTC,0,0,11
LaurentClaessens/mazhe,434307291855849318d86d89d3d4a213c3fac9db,"Certaines figures avec des aires hachurées ne fonctionnaient plus. Les
voici à nouveau toutes belles.
",9b85368dfdd596e91c8f6a8ecf22009494e742cf@gmail.com,2015-06-18 08:55:45 UTC,0,0,102
JoeZ-EE/LeetCodeSolutionsInJavaAndCpp,64329105278aed5d5fa2769ab7bd4b5e692c3014,Update 002_AddTwoNums.java,445e36b0e5ff36d8fb50e1e9f4663fa161457771@qq.com,2017-07-02 07:28:04 UTC,0,0,26
alphagov/manuals-publisher,8027a874509918c86f3dea498783e75aa4809226,"Remove ""Save and publish"" button from manual section form",ff1f91619a09744cada784e9517fec5ea3060498@gmail.com,2014-06-03 15:29:08 UTC,0,2,57
cheng2016/developNote,20e9b870e0487c46d0d0bc2f8b438b7b805b2c0e,Update work.md,7ce4c1254e2a9047003e95e30091ffd2602d79a3@qq.com,2017-08-23 07:12:39 UTC,0,0,14
ihongs/HongsCORE,4e53971ecee19f36fb0d1e280e95df2c7240edaf,,fe27ca264942c6ea7fd394dfae572cb237d1b34e@fe80:0:0:0:142f:3dff:feb8:da10%8,2019-03-14 16:00:26 UTC,0,0,0
stupidsing/suite,01249c93ef44bc235c8ece2ecf5cc18a940d044e,"refactor
",0bcb6f8fd5ccbb7c49fb80b8fc84b0fca463855f@hactl.com,2018-06-20 10:04:15 UTC,0,0,9
active-expressions/active-expressions-benchmark-results,b096b8b2117c2ace38bbc0de897bdab65b23d5d9,"Latest benchmark results on successful travis build 575 auto-pushed to gh-pages
",7ac42de478ae7ca3856be1bc6de4d0960a96f1b7@hpi.de,2018-02-13 15:00:17 UTC,0,0,80
muyun/muyun.github.io,367627f5342c331b2734ef124ecd746642b6bfb5,"update
",1d808decceea1ec0f830469b49f598e57ed9b520@gmail.com,2016-10-26 14:22:22 UTC,0,0,7
skylines-project/skylines,2a77087b2df76fc37698288d4fadf7d0f27b00a4,"css: Merged .small and .icon-small classes
",3705ed3fd952b292a486ace50523e6a2730948aa@gmx.de,2013-07-16 21:09:50 UTC,0,1,43
alibaba/easyexcel,132bd8efa992f67f2eb1694c62d2bf0a7e64fbbb,"支持通过模板填充数据
",a0bee654bfe38fa882d1cbeb8c06b39a7db5a3ce@qq.com,2019-09-26 11:34:22 UTC,0,0,11
stacja/stacja.github.io,33d04746f97d3c535a85fea3b429428c58609e97,"up
",591fbb50e722cdf7c76a86fa8075120ac43b18c7@sages.com.pl,2018-11-16 14:51:16 UTC,0,0,3
arcyfelix/Courses,24953103d2a1cc6bc4ab95195afd7e8e30426e64,"Adding code explaining how to change parameters for headers and other objects.
",ff9e40da2345dc9ddb3b7d8f2a95cc335dfedaea@kth.se,2018-11-25 16:47:30 UTC,0,3,79
culturagovbr/sistema-nacional-cultura,e247b1581aeb3ade38f6bd139f20849b7dc20b11,"arrumando nav no google chorme

Signed-off-by: Guilherme Deusdará <6d191d5e7048bdf14a4decd0280d8a85b853eecb@gmail.com>
",6d191d5e7048bdf14a4decd0280d8a85b853eecb@gmail.com,2018-10-04 14:57:12 UTC,0,0,119
bdastur/notes,8c3c61696f30e5a6f2160467c993755809885cbe,"Merge pull request #154 from bdastur/feature-br1

Add KMS AWS cli operations",c2c309f60c6af53b14ba0d3c8827aff64416ee8d@users.noreply.github.com,2018-06-15 17:42:56 UTC,0,1,76
artsmia/collection,a0eeb72c9089f26967dcc39f164425b1ef2af20c,"2019-04-22: 0 changed
",a5b729097a2d7b55dc2a18ac567ca0d7faa8ff29@artsmia.org,2019-04-23 03:51:50 UTC,0,0,22
UniversalDependencies/universaldependencies.github.io,8f5528a7c50f1f1965ceabd182e57c50f639d26b,"autogenerated by https://github.com/spyysalo/jekyll-hook
",c4eed1fc52bcc3b60c2fe32e32ab24286431b4d0@epsilon-it.utu.fi,2017-11-23 20:08:24 UTC,0,0,57
rita-vrataski/solo-live,821dc7afd92fafbfa07c83ee7e5e210a1fc4f797,"Solo
",SCCA Hawaii,2017-12-11 01:56:21 UTC,0,0,5
jurgendl/jhaws,db001792660eab5220691606607742d675916a79,"*
",b01fb141697e212f037f143e75fe6b1cd523a16a@gmail.com,2016-06-24 10:35:01 UTC,0,0,2
leafo/itchio-app,0687f7230d2f31a4199edd7e64f1c77b57d6536a,":clap: add basic search functionality
",733a4d637ae0a58119dd462acfe8e7092c76eef3@gmail.com,2016-01-30 12:38:08 UTC,0,0,38
aequologica/hat,6eebb1aad6c9c03a6d41a6c78fe95da18e48ba0a,"brand new holos
",0713822d4442f0a8bcc3e60da6bf9805d019d838@aequologica.net,2019-09-25 13:04:47 UTC,0,1,16
wwmm/pulseeffects,9c3b575487576e21fb56d7e50fcf7a1b16c9157f,Update README.md,2c25a821495782cdb952c69dce0853dba5409957@users.noreply.github.com,2018-12-29 12:41:33 UTC,0,0,16
alphagov/local-links-manager,2c4d5cdd52c476dada195a67a5d936c5529e90d4,"Merge pull request #324 from alphagov/dependabot/bundler/rspec-rails-3.8.1

Bump rspec-rails from 3.8.0 to 3.8.1",321a17de59cb78c00db7c6549ce3de7e3ef94655@gmail.com,2018-11-06 11:10:44 UTC,0,2,112
docusign/docusign-csharp-client,fd29dc5b3d40a5a8ef6e8ca0e4098e8f020bfd34,"Merge pull request #215 from docusign/bharat.rele/v3.1.4

v3.1.4 stable release",e06abf2dcb755d1578116ac430cfe9d04994bfa3@gmail.com,2019-02-25 23:17:28 UTC,0,1,79
decaffeinate/decaffeinate-parser,3a13515748f8c05a6963cd8b59cdfd2a48a4eafb,chore(package): update eslint to version 4.1.0,6caad059ee22213dae0036e4c245cbfd02b8a1c4@users.noreply.github.com,2017-06-24 04:33:37 UTC,0,0,46
PacHub/pachub,c067d8e570da69cb52e18d2b48143d3cb204ec3f,"#1 Now is end with funny
",7d5de987a7f42b8d99004267cbca4621bcc76c87@andrelademann.de,2018-02-13 06:00:01 UTC,0,2,25
gimoya/tiroltrailhead,aa438835cde7aea5bfd9314b3a286b9227fbd113,"batch updates from shell script..
",0ea71bff0c95e885c65d33f2bea261f325f69072@gmail.com,2018-10-09 07:26:20 UTC,0,1,34
ampproject/amphtml-build-artifacts,8a87a175ac6027745807145e45bf95bc61bde3bb,bundle-size: 68fd83372b825c8edd092f76a16ff677bc42893f.json,a40ce8e2aea2d588fa7ac5ecced9ea8c8a575378@users.noreply.github.com,2019-10-29 16:54:04 UTC,0,0,58
devpunks/snuggsi,8b6dcc7818c3cdf4797ca4da2ce9aface0353a5d,"Update messaging for bin/weigh
",c6b737713e2e92b7bd225b33e0014d7aadc48be6@gmail.com,2018-12-10 18:45:39 UTC,0,1,31
munishgaurav5/st,bacd71077d852bc84f88de6abef11aae729ea552,Update ffmpeg.sh,30db97967da60685390dd28988426bd4e1d58d86@gmail.com,2019-08-22 21:40:13 UTC,0,0,16
StoDevX/AAO-React-Native,5077481b54dc0d23673096ea948ec65667265906,"Merge pull request #3832 from StoDevX/renovate/react-native-restart-0.x

Update dependency react-native-restart to v0.0.12",172aa8a882025f3e2d2bd621702ac9e557631cef@fastmail.fm,2019-07-13 03:14:23 UTC,0,1,122
regardscitoyens/AFP-AN-RSS,3ec51135832c0e647dc9e36ce5f354fcc6dfeea8,"update rss
",953469170313075c8a31a7b4f03603d7d49d0d26@gmail.com,2019-09-20 09:10:04 UTC,0,0,11
picam360/picam360-viewer,320a282a996be243d763c2a65805235665607cda,tune default fov,73ab34d7029b669ee2026fed53e1d9b484d43b8a@ohmydigifab.com,2018-04-28 05:40:09 UTC,0,0,16
regardscitoyens/AFP-AN-RSS,52e5e1854feff6fc9b9856f7cba72901da711fee,"update rss
",953469170313075c8a31a7b4f03603d7d49d0d26@gmail.com,2018-09-10 08:30:03 UTC,0,0,11
animesh21/gsp-portal-new,81c2679ae35dbdfdac3e91aea72506769de20b1f,"code change

code change",b036d0872db4f208efa102fbc1125927ab1fa4db@users.noreply.github.com,2019-12-12 10:16:59 UTC,0,0,24
24pullrequests/contribulator,ecef5786977b4a261d66137d7333b0e065d91fbe,"Update concurrent-ruby, fixes #440
",028245775416999cc06b7195e184728f55b6d248@gmail.com,2016-12-18 05:36:06 UTC,1,0,35
ttn-zh/gateway-remote-config,dc4637a2ea926eb5eea42c6a12a53d2a5649cde9,Update create B827EBFFFE739593,6e705328cd4d16463da4c8e57035a5a63c87c62d@gmail.com,2018-01-05 06:59:30 UTC,0,0,30
Kronos-Integration/kronos-cluster-node,5611418d51ede54a7bd544dea0bd92cd74265cf7,chore(package): update rollup to version 1.27.5,4ad088495e6c26eca47e7c7548ed49b290f58d0d@users.noreply.github.com,2019-11-25 06:19:59 UTC,0,0,47
regardscitoyens/AFP-AN-RSS,41edfc761290eba013db3eab79156e23347d2f60,"update rss
",953469170313075c8a31a7b4f03603d7d49d0d26@gmail.com,2017-06-14 17:40:04 UTC,0,0,11
craiga/unixtimesta.mp,87b4d8b912a8b66f34ff68568c72478e173236f9,"Merge pull request #56 from craiga/sentry-js-logging

Sentry JS logging",02a6f1979a9d72d90ce204c4e9752f6941ab6837@craiga.id.au,2017-11-08 13:29:58 UTC,0,1,71
jeremytammik/tbc,71fe171908f9ec358f094c7090bbfbe081ecc863,"published 1744_2020_sdk_samples.md
",e736854446bae5406123335447069cc8a1462af5@autodesk.com,2019-04-29 09:10:33 UTC,0,0,35
rindeal/rindeal-ebuild-repo,cc4afce576ec44aeeb09b3370ee647dce048576f,"www-client/opera: new version v47.0.2631.55
",2e2bc766a1d47d1aed456c1141a38eab5c20c1c5@gmail.com,2017-09-02 21:15:40 UTC,0,1,44
uwrov/uwrov.github.io,59d0418a6af42485a1f34b9e5746bbcd560081f9,"Added new member

Kerem
",1c6a33f7b2f319f71f1fd6d4dc1f2ed3e9cb6b99@gmail.com,2019-11-22 02:57:43 UTC,0,1,24
wso2/carbon-data,30cd3cf383276f134b7674a403287787277f059b,"[WSO2 Release] [Jenkins #1399] [Release 4.5.1401] prepare for next development iteration
",61a1c7c885f4fc173424af2875d459c32bdc4fee@wso2.com,2019-11-15 23:31:42 UTC,0,1,89
hawkrives/gobbldygook,c4e3a16713e40efa1443c3053da84bd73dbc2cc5,"Remove extra spaces
",172aa8a882025f3e2d2bd621702ac9e557631cef@gmail.com,2015-03-26 15:43:16 UTC,0,0,20
OVVO-Financial/NNS,addfa1d9a96a61b94baa9eaacb14239cb51df530,NNS 3.8.5 Beta Routines,59acba7cc69257306f65782268f13e23d77b888f@gmail.com,2018-04-17 15:43:52 UTC,0,0,23
openfootball/de-deutschland,c89d581378279690bcefb2ce86a62aeb4f4d2084,Update all.txt,7184797e83a5cfe8122620886bf6db13d8f94257@gmail.com,2015-07-23 16:22:08 UTC,0,1,14
austinheap/sophos-xg-block-lists,4868d85bb4e797741463fffeca7660e3ae50241c,"update Wed, 15 Mar 2017 00:00:43 -0700
",b1c1d8736f20db3fb6c1c66bb1455ed43909f0d8@austinheap.com,2017-03-15 07:00:46 UTC,0,0,39
jerryzhujian9/zmisc,1cbdd847475f787d70af9daa03066e5162275858,"fisher glm
",0246cfab7b36955eb5c5f6be26793b40dbe0e61b@gmail.com,2019-01-19 15:57:38 UTC,0,0,11
IslandViewPTA/islandview-pta-site,e1586172c3c415dddeb4ca0ab70d01affbab633f,Update from Forestry.io - family-fun-movie-night---wonder.md,ab41949825606da179db7c89ddcedcc167b64847@islandviewpta.org,2018-01-23 22:51:28 UTC,0,1,60
Code-Inside/KnowYourStack,a8fd2775721d65aec7b776c8e82ea4167afa689d,Sloader update on _data/DotNetCore.json,c71e7261d37a4f6ae4cfb0cbd79081310a237e67@code-developer.de,2019-03-12 05:30:32 UTC,0,0,39
JeffreySu/WeiXinMPSDK,97ded83045dea695f6ea35e22645229780bf715d,Update readme.md,244f167d432f1c735b38c25c52abc9d8a15bfc1b@gmail.com,2017-07-02 15:16:18 UTC,0,0,16
ArchStrike/ArchStrike,a125a76049845c84320a508b569a551e67f0d4d8,"updated sipp to v3.5.1
",cbf56e69adf855570d1a618eada5cd66b8d6155a@archstrike.org,2016-03-17 23:30:16 UTC,0,0,23
toby1991/laravel-release,73064cb9dc8db6bfddf29d4a8b23fddc1666fa84,"build date: 2018-10-12 20:00:01
",bea1102304057a5e5abb8e0ee47ed591f74984bb@hotmail.com,2018-10-12 12:00:01 UTC,0,0,32
bittorf/mac2vendor-API-selfhosting,dc5bf190773957e9913b2640dc4d7bceda7f985a,"oui.txt: adding 6 entries, overall now: 23565 vendors
",c71e7261d37a4f6ae4cfb0cbd79081310a237e67@intercity-vpn.de,2017-06-23 15:10:37 UTC,0,1,54
Obsidian-StudiosInc/xtoo-overlay,61a8b8ab4ab93d59a598622b2ed833203c8b701d,"dev-util/spotbugs: Initial ebuilds, need to install/build bins

Package-Manager: Portage-2.3.8, Repoman-2.3.3
",5e4557228daa139c9a741b62ae628b57011c8875@o-sinc.com,2017-09-25 21:02:55 UTC,0,0,110
MikeKwon36/MikeKwon36.github.io,5f19cc01291564d275eca8648868a1e723e66576,"update
",9141b69ae8a2d9fa46eaca309df2add4070c18a6@gmail.com,2016-08-28 21:09:08 UTC,0,0,7
rita-vrataski/solo-live,cb726c36bb62da0b89b9ea740bd2e0775bc10b6c,"Solo
",SCCA Hawaii,2017-11-19 21:05:47 UTC,0,0,5
fdslight/fdslight,ecb1dce2e40c48e48475227c7e6bca33275ff946,"...
",f5cdc46457a13098ced24972659cb882a35d6c16@outlook.com,2017-09-20 11:25:04 UTC,0,0,4
wKovacs64/pwned,5a399cbaaf8314f7fccb6ff56e847402e758f30b,"chore(deps): update @types/node to v12.11.1
",c71e7261d37a4f6ae4cfb0cbd79081310a237e67@renovateapp.com,2019-10-16 00:19:57 UTC,0,0,44
JeffDeCola/my-go-examples,cb36179fb4c2d86e0cdc3b40a6baccd2d3b81b90,"Merge pull request #55 from JeffDeCola/develop

let concourse update README.md",f3e731dfa293c7a83119d8aacfa41b5d2d780be9@keeperlabs.com,2017-03-09 14:34:43 UTC,0,1,78
BeamNG/i18n,b9b9a10e275c7137449dba6dea128f017a02248e,"Translated French

Currently translated at 97.4% (698 of 716 strings)
",9717f9eb6e91be045e71af2f075312e93249ef0d@beamng.com,2016-09-19 13:05:42 UTC,0,0,70
KWARC/bibs,221d3c4f035ac7da4729cd0cae21ba3a0ed5017a,"Merge branch 'master' of github.com:KWARC/bibs
",3b9fe122e5c8555e601142a6c98bf64ecc239381@jacobs-university.de,2016-10-11 14:00:36 UTC,0,0,47
apache/servicemix-bundles,15bca8629d9e92e55120c8702f703af92462b5f9,"[maven-release-plugin] prepare for next development iteration
",b29f906215354b2d63cd7fb7b9919be54e0af7cd@apache.org,2019-01-30 06:32:12 UTC,0,1,62
arlac77/svn-dav-fs,3ea5389d4c8f108078adc69700e8120da76f5fe3,chore(package): update rollup to version 1.0.0,6caad059ee22213dae0036e4c245cbfd02b8a1c4@users.noreply.github.com,2018-12-28 20:54:57 UTC,0,0,46
UniversalDependencies/universaldependencies.github.io,b8bbc75e421e518f52d1214c5e00a9c9057f9e5d,"autogenerated by https://github.com/spyysalo/jekyll-hook
",c4eed1fc52bcc3b60c2fe32e32ab24286431b4d0@cs.utu.fi,2016-10-21 13:45:34 UTC,0,0,57
ehmicky/Notes,acbf21642e8fffe0c2abed72d9d01b7975604ced,"no commit message
",53c2f88c963b7a19b8ccbffa423df9e1e52a212f@gmail.com,2018-03-13 16:00:00 UTC,0,0,18
googleapis/elixir-google-api,1db8f7a2d461197a657f5a9b2e84d6a076a3f4a5,"Regenerate CloudBilling client (#1865)

",bc0515435188ae5ad2a3872ee183c5403ef59527@google.com,2019-06-26 14:46:09 UTC,0,0,40
regardscitoyens/AFP-AN-RSS,65a3d898b31a95a99dddf795c4474fbf9299d834,"update rss
",953469170313075c8a31a7b4f03603d7d49d0d26@gmail.com,2014-05-27 10:40:02 UTC,0,0,11
marklogic/marklogic-contentpump,92f7c140da8b5c0eb514b18ab842fc2c3bf314c9,"bug:43647 bug:43616 use PriorityQueue.add instead of offer
",5f7cab88a45ae33b4a076e9d4e008163b075303f@gmail.com,2016-12-09 19:39:24 UTC,0,1,59
dcai/test,dedc286fb2d7e5c7113954e37105bad0f42587b6,"2015-12-11 checkin
",3c363836cf4e16666669a25da280a1865c2d2874@tux.im,2015-12-10 14:01:02 UTC,0,0,19
java110/MicroCommunity,7bc07cbb9f9f9f79426c5ca6f76229c12376d49e,"页面数据加载正常 新增功能已完成测试
",04ee325e6582faac02a7fc2af19de8a675a6d177@qq.com,2019-09-02 12:16:43 UTC,0,0,19
DynamicMetaFlow/dynamicmetaflow.github.io,ffbffc638c0a2afe545147bdb30285d0aff6b8cc,"New Blog Build (Mon Jan 21 20:00:00 EST 2019)
",1cfcd014b100e4d7645f57ee30dba957b67bc897@gmail.com,2019-01-22 01:00:00 UTC,0,1,46
MultiMC/MultiMC5-translate,18a59c8506905e3497ddc9a6c52fff1acf372c00,New translations template.pot (Portuguese),4434a4e1e0cff4d03703637fcdff53b7d3e61704@users.noreply.github.com,2019-09-23 17:28:11 UTC,0,1,42
bouzuya/blog.bouzuya.net,b90bdcecdddd6c4a2ac4f12a74664c0fc0b3beb4,"post 2014-02-19
",0aca91d35706463a08e29426814cb7067fabd50a@gmail.com,2014-02-19 15:04:40 UTC,0,0,16
phetsims/babel,4dda675005447c32e90615fc67c3af9386268df1,1475429344390 automated commit from rosetta for file plinko-probability/plinko-probability-strings_da.json,98ac1e692b3b995f76288290960ba1a33336cb37@colorado.edu,2016-10-02 17:29:04 UTC,0,2,106
clinical-meteor/meteor-on-fhir,1bcbd1bdd20c0aed83b4914c44caad78459a295a,"add_baseline_packages
",5e77f51a231521b84784a2276e733d18fbebd2cf@gmail.com,2019-06-15 17:47:27 UTC,0,0,22
ozooner/greenwall,ccb4d8facb585bea9e7c080f9e0fc9ac44ee8677,"I rolled 22154!
",50c21e58409a3935772b66d3302074f30f9df04f@msn.com,2019-09-25 18:33:01 UTC,0,0,16
JeffreySu/WxOpen,9fbb77dad63f766402e33bc28f93510b4964328f,"modify
",2bb3f8643c993dd7977ad4844ea0c5f0c6ec0108@senparc.com,2016-03-20 10:23:00 UTC,0,0,7
leafo/itchio-app,2e6ea781e769611124b446c185c2a1f3d807546e,"Better logging of butler ops
",e789e6ca14969a77bd8a42f852f8b5d89d85bbbf@gmail.com,2015-11-16 13:42:39 UTC,0,0,29
blakearchive/archive,0ec6918eb60bbb787ce821d01ca61af581fb74ba,"Merge remote-tracking branch 'origin/master'

Conflicts:
	blakearchive/static/controllers/work/work.controller.js
	blakearchive/static/csv/works.csv
	blakearchive/static/js/main.js
",f73e0b89c1ecb51ada2e099a869c8b3920f22f7c@gmail.com,2016-02-18 17:59:09 UTC,0,0,181
hotosm/hotosm-website,d4a368964a73561db54bdcfcc3f587b95525dd2d,"- Patch #862854 by rjgoldsborough, tim.plunkett, reglogge, Jeff Burnz, amateescu, theresaanna, yoroy: no styling for sticky.
",70dcc49a7ea345965483bc09df2b85267b78460e@buytaert.net,2010-12-02 23:54:56 UTC,0,1,125
RarelyCharlie/rarelycharlie.github.io,58d4d16c3bb679ce891ee40ec542deaad877e378,positioning,05120b38dcea1684c42cd97d9fc94925fcafa89b@users.noreply.github.com,2017-06-15 15:25:47 UTC,0,0,11
vitruv-tools/updatesite,bfe3e78f7176286ae4900cf83e73f569e85dec49,"Promoting a new nightly build for framework
",travis-ci,2019-09-06 12:51:27 UTC,0,2,44
attilammagyar/jp-flashcards,2fc60190ffbc6def9e309cf71f289f32af3ea518,"fix tsukimasu <--> tsukurimasu typo
",8189e2c9921307e152fb2b6474f4314be0215927@gmail.com,2014-11-19 07:59:27 UTC,0,0,36
brianshumate/joyful,10cc91e2e31b5bf3815fed5456ba867b6fc098e5,"update
",760e7dab2836853c63805033e514668301fa9c47@couchbase.com,2015-11-29 04:00:00 UTC,0,0,7
sneakerhax/Runbooks,cef9ec404bef806f099b7840520fc47b3a377eda,Updated Active Directory section,83ed79c7911bd040d746949d73c65d40db844275@gmail.com,2017-03-05 22:36:29 UTC,0,0,32
bbxyard/bbxyard,1f9b4804896aecb731047730f2a77d999cc7f228,"add badge footer grid; fixed searchbar
",a18bd977ad56941881e3aa91e9de797ea615e3c5@gmail.com,2018-02-08 14:12:52 UTC,1,0,39
