repo_name,repo_max_extension,repo_extensions_num,files,avg_size,capped_avg_file,std_size,capped_std_file,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
sapcc/elektra,.sh,4,1154,4068.919410745239,2961.0311958405546,39617.8844908175,12279.674981321823,.rb,729,1708.613168724281,1708.613168724281,2589.9193406002728,2589.9193406002728,0.6317157712305026
Normation/rudder-techniques,.tpl,4,33,1177.2727272727277,1177.2727272727277,1722.2829012811615,1722.2829012811615,.rb,19,1172.2105263157894,1172.2105263157894,1686.487064843084,1686.487064843084,0.5757575757575758
OSGeo/homebrew-osgeo4mac,.sh,4,197,5139.8934010152279,5139.8934010152279,6838.220520840192,6838.220520840192,.rb,169,5434.8402366863884,5434.8402366863884,7224.535709536729,7224.535709536729,0.85786802030456855
bikeindex/bike_index,.sh,4,932,2719.6759656652321,2719.6759656652321,6956.302146031042,6956.302146031042,.rb,822,2423.6788321167887,2423.6788321167887,5502.302545731608,5502.302545731608,0.88197424892703857
miraheze/puppet,.sh,4,834,2032.5923261390858,2032.5923261390858,2821.184043310815,2821.184043310815,.rb,810,2013.1740740740743,2013.1740740740743,2801.4022178588375,2801.4022178588375,0.97122302158273377
openjournals/joss,.rb,4,100,1792.3300000000006,1792.3300000000006,3280.0679072023163,3280.0679072023163,.rb,92,1853.0434782608693,1853.0434782608693,3378.9580743801093,3378.9580743801093,0.92
Duke-Translational-Bioinformatics/duke-data-service,.sh,4,688,3301.143895348835,3035.3226744186036,15372.165978911167,9519.6985745131187,.rb,620,2416.9790322580679,2416.9790322580679,4984.03924704028,4984.03924704028,0.90116279069767447
FreeUKGen/MyopicVicar,.sh,4,474,4279.616033755271,4279.616033755271,9299.48795313616,9299.48795313616,.rb,441,4123.1315192743759,4123.1315192743759,8270.111963127425,8270.111963127425,0.930379746835443
latera/homs,.sh,4,340,2170.3058823529414,2170.3058823529414,10111.431729922022,10111.431729922022,.rb,244,1553.8811475409834,1553.8811475409834,2619.6960584180106,2619.6960584180106,0.71764705882352942
malmostad/meks,.sh,4,419,1528.639618138425,1528.639618138425,2602.4249156478163,2602.4249156478163,.rb,406,1430.5935960591137,1430.5935960591137,2083.1145010660075,2083.1145010660075,0.96897374701670647
hyperstudio/Annotation-Studio,.sh,4,218,4914.1100917431186,4550.9541284403658,20332.954242496471,15898.472453872724,.rb,168,932.4404761904766,932.4404761904766,1621.107161039462,1621.107161039462,0.77064220183486243
seek4science/seek,.sh,4,1604,7569.1221945137158,5867.1876558603471,47915.425209705216,19043.483199565264,.rb,1372,3145.9679300291564,3145.9679300291564,7463.4769321864042,7463.4769321864042,0.85536159600997508
Growstuff/growstuff,.sh,4,589,1688.6960950764005,1672.5551782682508,8284.2098860661554,7907.92937236162,.rb,567,1366.8747795414454,1366.8747795414454,2211.5104539263893,2211.5104539263893,0.9626485568760611
intrigueio/intrigue-core,.sh,4,473,6051.027484143764,4954.1818181818153,30080.905708205297,18747.223245371235,.rb,334,2418.0389221556884,2418.0389221556884,3324.501872187805,3324.501872187805,0.70613107822410148
cloudfoundry-community/tomee-buildpack,.sh,5,318,2801.7955974842771,2801.7955974842771,2645.6714614152515,2645.6714614152515,.rb,269,3209.828996282527,3209.828996282527,2670.2466500570981,2670.2466500570981,0.84591194968553463
GoogleCloudPlatform/click-to-deploy,.tpl,5,555,1101.0432432432431,1101.0432432432431,920.79549558902841,920.79549558902841,.rb,465,929.4344086021506,929.4344086021506,514.93568030189863,514.93568030189863,0.83783783783783783
puma/puma,.sh,5,104,4172.1346153846152,4172.1346153846152,5621.3969294129583,5621.3969294129583,.rb,90,3837.2666666666651,3837.2666666666651,5328.6585191287259,5328.6585191287259,0.86538461538461542
puppetlabs/puppetdb,.tpl,5,75,7094.76,6149.1866666666674,29867.325669438906,21943.923759544112,.rb,56,4378.17857142857,4378.17857142857,7312.5048067916277,7312.5048067916277,0.7466666666666667
stronnag/mwptools,.sh,5,71,2977.1690140845071,2977.1690140845071,4171.8988276525852,4171.8988276525852,.rb,42,3681.595238095239,3681.595238095239,4895.2478900810147,4895.2478900810147,0.59154929577464788
MushroomObserver/mushroom-observer,.sh,5,753,4982.0996015936253,4982.0996015936253,13819.880067947774,13819.880067947774,.rb,715,4624.0237762237748,4624.0237762237748,13067.895501723748,13067.895501723748,0.949535192563081
chef/chef-server,.tpl,5,586,4897.2030716723584,4836.45563139932,12088.410428813357,11045.31341008882,.rb,507,4966.0966469428,4966.0966469428,8611.088832083904,8611.088832083904,0.8651877133105802
WikiEducationFoundation/WikiEduDashboard,.sh,5,1195,1798.7841004184108,1798.7841004184108,2859.9272815101222,2859.9272815101222,.rb,983,1776.1881993896232,1776.1881993896232,2801.1647450486334,2801.1647450486334,0.82259414225941418
openstreetmap/openstreetmap-website,.sh,5,535,35659.484112149556,6106.40560747664,506723.22719861957,21198.878342659067,.rb,469,3428.283582089553,3428.283582089553,7857.9233247151005,7857.9233247151005,0.87663551401869155
ruby-x/rubyx,.sh,5,507,1539.355029585799,1539.355029585799,3371.8835085815222,3371.8835085815222,.rb,488,1441.2622950819673,1441.2622950819673,1490.3819035852364,1490.3819035852364,0.96252465483234717
JasonBarnabe/greasyfork,.tpl,5,437,2481.4210526315787,2187.4576659038894,15559.282067477769,9818.2748167495029,.rb,345,1618.23768115942,1618.23768115942,4474.0386626594282,4474.0386626594282,0.78947368421052633
alphagov/govuk-puppet,.sh,5,221,1610.4072398190049,1610.4072398190049,4218.9743170523525,4218.9743170523525,.rb,181,1221.7127071823206,1221.7127071823206,1237.3968892189528,1237.3968892189528,0.8190045248868778
awesomefoundation/awesomebits,.sh,5,235,2054.6723404255313,2054.6723404255313,7350.4401437403922,7350.4401437403922,.rb,198,1247.3737373737372,1247.3737373737372,1813.9699351425836,1813.9699351425836,0.8425531914893617
inaturalist/inaturalist,.sh,6,1595,11603.723510971786,6459.3899686520317,110253.18439876664,21419.767215806118,.rb,1081,3672.6771507863082,3672.6771507863082,10335.607458644634,10335.607458644634,0.67774294670846391
googleapis/google-cloud-ruby,.sh,6,2492,9147.58065810594,9147.58065810594,13916.800682713965,13916.800682713965,.rb,2443,9205.4830126893321,9205.4830126893321,14041.382332124789,14041.382332124789,0.9803370786516854
doubtfire-lms/doubtfire-api,.sh,6,363,59830.691460055088,8790.223140495862,702135.12867063144,31393.475912783786,.rb,315,2614.8698412698409,2614.8698412698409,7009.1887537852372,7009.1887537852372,0.86776859504132231
GOFAIR/MetricsGroup,.sh,6,108,4170.0648148148148,4170.0648148148148,14142.662849421085,14142.662849421085,.rb,78,1367.5641025641025,1367.5641025641025,3883.2403880550473,3883.2403880550473,0.72222222222222221
cyber-dojo/runner,.sh,6,109,1158.1009174311923,1158.1009174311923,1972.9627230102544,1972.9627230102544,.rb,68,1640.1764705882349,1640.1764705882349,2337.9372075194351,2337.9372075194351,0.62385321100917435
concord-consortium/rigse,.sh,6,1909,2673.7716081718136,2586.81718177056,13072.540782121156,11308.722925886184,.rb,1783,1710.0157038698821,1710.0157038698821,4729.1462593226324,4729.1462593226324,0.93399685699319013
wikimedia/mediawiki-vagrant,.sh,7,583,1582.4253859348207,1582.4253859348207,1850.6999931874423,1850.6999931874423,.rb,554,1484.7364620938627,1484.7364620938627,1369.113594741006,1369.113594741006,0.95025728987993141
fastlane/fastlane,.swift,7,1256,4558.4585987261189,4190.6050955414039,19063.923682996454,7752.0333785975345,.rb,1101,4356.2179836512278,4356.2179836512278,5972.20911432003,5972.20911432003,0.87659235668789814
openSUSE/open-build-service,.sh,8,1585,4945.6536277602509,4794.0397476340686,14966.599736024204,11857.960590952198,.rb,1211,3385.7935590421157,3385.7935590421157,9606.0620069471661,9606.0620069471661,0.76403785488958986
jimmy-little/jimmy-little.github.io,.sh,9,2187,5238.0155464106092,5238.0155464106092,11625.603546265704,11625.603546265704,.rb,1778,4592.3397075365538,4592.3397075365538,9369.9673552226668,9369.9673552226668,0.81298582533150432
suffolklibraries/sljekyll,.sh,10,24438,5782.8442589410006,5717.9197970374062,14309.562563020123,13087.211500637322,.rb,18558,4858.2627438301488,4858.0047418902914,10088.090474693414,10083.45794629718,0.75939111220230793
AladW/aurutils,.sh,1,1,557.0,557.0,,,.sh,1,557.0,557.0,,,1.0
the-drunk-coder/megra,.sh,1,2,992.5,992.5,0.70710678118654757,0.70710678118654757,.sh,2,992.5,992.5,0.70710678118654757,0.70710678118654757,1.0
D-Programming-Language/dub,.sh,1,87,753.98850574712617,753.98850574712617,882.05888236521332,882.05888236521332,.sh,87,753.98850574712628,753.98850574712628,882.05888236521344,882.05888236521344,1.0
akinomyoga/ble.sh,.sh,1,53,28719.981132075482,25516.905660377357,62691.471771406206,51934.211051936494,.sh,53,28719.981132075471,25516.905660377353,62691.471771406214,51934.211051936494,1.0
dspinellis/gi,.sh,1,8,13873.875,13873.875,15468.853890848817,15468.853890848817,.sh,8,13873.875,13873.875,15468.853890848815,15468.853890848815,1.0
fuadsaud/J.A.R.V.I.S,.sh,1,1,354.0,354.0,,,.sh,1,354.0,354.0,,,1.0
modernish/modernish,.sh,1,20,5126.2500000000009,5126.2500000000009,4897.9587464145652,4897.9587464145652,.sh,20,5126.2499999999991,5126.2499999999991,4897.9587464145652,4897.9587464145652,1.0
zorael/kameloso,.sh,1,1,3142.0,3142.0,,,.sh,1,3142.0,3142.0,,,1.0
fialyzer/fialyzer,.sh,1,2,404.0,404.0,390.32294321497426,390.32294321497426,.sh,2,404.0,404.0,390.32294321497426,390.32294321497426,1.0
onedata/oz-worker,.sh,1,3,5935.0,5935.0,4891.5276754813522,4891.5276754813522,.sh,3,5935.0,5935.0,4891.5276754813522,4891.5276754813522,1.0
LoopPerfect/buckaroo,.sh,1,2,444.0,444.0,28.284271247461902,28.284271247461902,.sh,2,444.0,444.0,28.284271247461902,28.284271247461902,1.0
rkumar/cetus,.sh,1,1,442.0,442.0,,,.sh,1,442.0,442.0,,,1.0
daniruiz/Flat-Remix,.sh,1,2,2411.5,2411.5,2194.1523420218568,2194.1523420218568,.sh,2,2411.5,2411.5,2194.1523420218568,2194.1523420218568,1.0
vxbinaca/archive-env-NG,.sh,1,245,6434.5918367346967,6134.5265306122465,21687.742021060294,18447.457465207655,.sh,245,6434.591836734694,6134.5265306122465,21687.742021060287,18447.457465207663,1.0
matrix-org/matrix-appservice-slack,.sh,1,1,169.0,169.0,,,.sh,1,169.0,169.0,,,1.0
TheShellLand/antsable,.sh,1,30,857.83333333333326,857.83333333333326,784.61803065121342,784.61803065121342,.sh,30,857.83333333333314,857.83333333333314,784.61803065121342,784.61803065121342,1.0
kingjon3377/strategicprimer-viewer,.sh,1,4,773.0,773.0,566.68862702545914,566.68862702545914,.sh,4,773.0,773.0,566.68862702545914,566.68862702545914,1.0
onedata/cluster-worker,.sh,1,3,5957.6666666666661,5957.6666666666661,4884.6332854507446,4884.6332854507446,.sh,3,5957.666666666667,5957.666666666667,4884.6332854507446,4884.6332854507446,1.0
yetibot/yetibot,.sh,1,1,802.0,802.0,,,.sh,1,802.0,802.0,,,1.0
dart-lang/linter,.sh,1,1,1531.0,1531.0,,,.sh,1,1531.0,1531.0,,,1.0
fpco/stackage,.sh,1,10,2170.0,2170.0,2929.6745742677822,2929.6745742677822,.sh,10,2170.0,2170.0,2929.6745742677822,2929.6745742677822,1.0
guillep/pharo-core,.sh,1,22,4956.9545454545441,4956.9545454545441,10572.799689937847,10572.799689937847,.sh,22,4956.9545454545469,4956.9545454545469,10572.799689937847,10572.799689937847,1.0
n3rdopolis/rebeccablackos,.sh,1,11,11201.09090909091,11201.09090909091,11092.883650832597,11092.883650832597,.sh,11,11201.090909090908,11201.090909090908,11092.883650832597,11092.883650832597,1.0
vpenso/scripts,.sh,1,59,561.11864406779659,561.11864406779659,643.7604256871407,643.7604256871407,.sh,59,561.11864406779671,561.11864406779671,643.76042568714035,643.76042568714035,1.0
VirtQE-S1/ESX-LISA,.sh,1,65,3495.3384615384612,3495.3384615384612,6911.0159783062172,6911.0159783062172,.sh,65,3495.3384615384621,3495.3384615384621,6911.0159783062181,6911.0159783062181,1.0
linux4sam/meta-atmel,.sh,1,3,1710.3333333333335,1710.3333333333335,2749.341981880998,2749.341981880998,.sh,3,1710.3333333333335,1710.3333333333335,2749.341981880998,2749.341981880998,1.0
mendersoftware/meta-mender-qemu,.sh,1,12,8637.33333333333,8637.33333333333,13964.448173410892,13964.448173410892,.sh,12,8637.3333333333358,8637.3333333333358,13964.448173410894,13964.448173410894,1.0
tbreloff/Plots.jl,.sh,1,2,470.0,470.0,545.88643507601466,545.88643507601466,.sh,2,470.0,470.0,545.88643507601466,545.88643507601466,1.0
dart-lang/dart-services,.sh,1,3,730.33333333333337,730.33333333333337,547.51286134056556,547.51286134056556,.sh,3,730.33333333333337,730.33333333333337,547.51286134056556,547.51286134056556,1.0
docksal/docksal,.sh,1,14,457.71428571428572,457.71428571428572,595.070316280926,595.070316280926,.sh,14,457.71428571428572,457.71428571428572,595.070316280926,595.070316280926,1.0
leighmcculloch/devenv,.sh,1,1,467.0,467.0,,,.sh,1,467.0,467.0,,,1.0
mattam82/Coq-Equations,.sh,1,4,262.0,262.0,171.49927113547741,171.49927113547741,.sh,4,262.0,262.0,171.49927113547741,171.49927113547741,1.0
rrrene/credo,.sh,1,4,1059.0,1059.0,1026.458961673578,1026.458961673578,.sh,4,1059.0,1059.0,1026.4589616735782,1026.4589616735782,1.0
codeontap/gen3,.sh,1,31,10389.258064516131,10389.258064516131,15751.894400288797,15751.894400288797,.sh,31,10389.258064516125,10389.258064516125,15751.894400288791,15751.894400288791,1.0
gluon-lang/gluon,.sh,1,9,653.22222222222217,653.22222222222217,341.90853227792439,341.90853227792439,.sh,9,653.22222222222217,653.22222222222217,341.90853227792439,341.90853227792439,1.0
sfackler/rust-postgres,.sh,1,1,4833.0,4833.0,,,.sh,1,4833.0,4833.0,,,1.0
dart-lang/angular_components,.sh,1,2,1052.5,1052.5,518.30927060973931,518.30927060973931,.sh,2,1052.5,1052.5,518.30927060973931,518.30927060973931,1.0
stickz/Redstone,.sh,1,7,1613.1428571428573,1613.1428571428573,2801.503550391672,2801.503550391672,.sh,7,1613.1428571428576,1613.1428571428576,2801.503550391672,2801.503550391672,1.0
redox-os/redox,.sh,1,3,6465.3333333333339,6465.3333333333339,9799.3775992831979,9799.3775992831979,.sh,3,6465.3333333333339,6465.3333333333339,9799.3775992831979,9799.3775992831979,1.0
astbss/astbss,.sh,1,3,3643.6666666666665,3643.6666666666665,2813.5886929921603,2813.5886929921603,.sh,3,3643.6666666666665,3643.6666666666665,2813.5886929921603,2813.5886929921603,1.0
buildkite/elastic-ci-stack-for-aws,.sh,1,16,1730.5624999999998,1730.5624999999998,1702.0637656973959,1702.0637656973959,.sh,16,1730.5625,1730.5625,1702.0637656973959,1702.0637656973959,1.0
lasp-lang/partisan,.sh,1,15,1239.4,1239.4,624.85721797634926,624.85721797634926,.sh,15,1239.3999999999999,1239.3999999999999,624.85721797634926,624.85721797634926,1.0
matthiasbeyer/imag,.sh,1,12,1220.1666666666665,1220.1666666666665,1413.8862519076044,1413.8862519076044,.sh,12,1220.1666666666667,1220.1666666666667,1413.8862519076044,1413.8862519076044,1.0
zcash/zips,.sh,1,3,779.33333333333326,779.33333333333326,605.99532451441689,605.99532451441689,.sh,3,779.33333333333337,779.33333333333337,605.99532451441689,605.99532451441689,1.0
asdf-vm/asdf-plugins,.sh,1,1,661.0,661.0,,,.sh,1,661.0,661.0,,,1.0
c-blake/cligen,.sh,1,2,381.0,381.0,237.58787847867995,237.58787847867995,.sh,2,381.0,381.0,237.58787847867995,237.58787847867995,1.0
steinbaugh/seqcloud,.sh,1,99,1036.7272727272732,1036.7272727272732,985.07378588426764,985.07378588426764,.sh,99,1036.7272727272732,1036.7272727272732,985.07378588426741,985.07378588426741,1.0
zynthian/zynthian-sys,.sh,1,161,1232.1987577639752,1232.1987577639752,2771.7915321590203,2771.7915321590203,.sh,161,1232.1987577639754,1232.1987577639754,2771.79153215902,2771.79153215902,1.0
CISOfy/lynis,.sh,1,3,4095.3333333333335,4095.3333333333335,6888.1906429289056,6888.1906429289056,.sh,3,4095.333333333333,4095.333333333333,6888.1906429289065,6888.1906429289065,1.0
tantivy-search/tantivy,.sh,1,4,712.5,712.5,540.36685069805435,540.36685069805435,.sh,4,712.5,712.5,540.36685069805435,540.36685069805435,1.0
docker-library/rabbitmq,.sh,1,11,10722.454545454544,10722.454545454544,3150.0213130592106,3150.0213130592106,.sh,11,10722.454545454546,10722.454545454546,3150.02131305921,3150.02131305921,1.0
gtk-rs/gir,.sh,1,1,312.0,312.0,,,.sh,1,312.0,312.0,,,1.0
myplaceonline/myplaceonline,.sh,1,1,53.0,53.0,,,.sh,1,53.0,53.0,,,1.0
teracow/googliser,.sh,1,3,37409.666666666664,37409.666666666664,56888.493215529394,56888.493215529394,.sh,3,37409.666666666664,37409.666666666664,56888.493215529394,56888.493215529394,1.0
esl/amoc,.sh,1,9,831.44444444444446,831.44444444444446,788.7436388192159,788.7436388192159,.sh,9,831.44444444444446,831.44444444444446,788.7436388192159,788.7436388192159,1.0
onedata/onepanel,.sh,1,2,8376.0,8376.0,3478.9653634378137,3478.9653634378137,.sh,2,8376.0,8376.0,3478.9653634378137,3478.9653634378137,1.0
freddenis/oracle-scripts,.sh,1,40,8802.075,8802.075,13773.8369538095,13773.8369538095,.sh,40,8802.0749999999971,8802.0749999999971,13773.836953809501,13773.836953809501,1.0
toralf/tinderbox,.sh,1,12,6727.8333333333339,6727.8333333333339,10952.717643940192,10952.717643940192,.sh,12,6727.8333333333339,6727.8333333333339,10952.717643940194,10952.717643940194,1.0
louisevanderlith/mango,.sh,1,2,2568.5,2568.5,3553.2115754624015,3553.2115754624015,.sh,2,2568.5,2568.5,3553.2115754624015,3553.2115754624015,1.0
marcoheisig/Petalisp,.sh,1,1,217.0,217.0,,,.sh,1,217.0,217.0,,,1.0
olson-sean-k/plexus,.sh,1,3,87.0,87.0,38.974350539810153,38.974350539810153,.sh,3,87.0,87.0,38.974350539810153,38.974350539810153,1.0
uBlockOrigin/uAssets,.sh,1,1,1900.0,1900.0,,,.sh,1,1900.0,1900.0,,,1.0
Xmetalfanx/linuxscripts,.sh,1,12,619.16666666666674,619.16666666666674,721.50560173385577,721.50560173385577,.sh,12,619.16666666666652,619.16666666666652,721.50560173385577,721.50560173385577,1.0
mastercoms/tf2cfg,.sh,1,7,832.0,832.0,609.30424802939513,609.30424802939513,.sh,7,832.0,832.0,609.30424802939524,609.30424802939524,1.0
peterthiemann/uniqueness,.sh,1,2,87.5,87.5,19.091883092036785,19.091883092036785,.sh,2,87.5,87.5,19.091883092036785,19.091883092036785,1.0
sakaki-/rpi3-overlay,.sh,1,12,989.66666666666674,989.66666666666674,673.036313127218,673.036313127218,.sh,12,989.66666666666674,989.66666666666674,673.036313127218,673.036313127218,1.0
Nanolx/NanoMod,.sh,1,2,1953.0,1953.0,305.47012947258855,305.47012947258855,.sh,2,1953.0,1953.0,305.47012947258855,305.47012947258855,1.0
ilri/rmg-ansible-public,.sh,1,7,822.71428571428578,822.71428571428578,722.19519851762016,722.19519851762016,.sh,7,822.71428571428555,822.71428571428555,722.19519851762,722.19519851762,1.0
airbornemihir/turbo-octo-sniffle,.sh,1,4,2437.0,2437.0,903.939526000864,903.939526000864,.sh,4,2437.0,2437.0,903.939526000864,903.939526000864,1.0
iimuz/dockerfile,.sh,1,6,395.66666666666669,395.66666666666669,16.403251710153896,16.403251710153896,.sh,6,395.66666666666669,395.66666666666669,16.403251710153896,16.403251710153896,1.0
merchise-autrement/xorns,.sh,1,1,30.0,30.0,,,.sh,1,30.0,30.0,,,1.0
shisoft/Nebuchadnezzar,.sh,1,3,285.0,285.0,56.929781309961136,56.929781309961136,.sh,3,285.0,285.0,56.929781309961136,56.929781309961136,1.0
WASdev/ci.docker,.sh,1,12,2616.9166666666665,2616.9166666666665,1286.5973770399428,1286.5973770399428,.sh,12,2616.916666666667,2616.916666666667,1286.5973770399428,1286.5973770399428,1.0
nickbabcock/boxcars,.sh,1,3,733.33333333333337,733.33333333333337,365.28664543524354,365.28664543524354,.sh,3,733.33333333333337,733.33333333333337,365.28664543524354,365.28664543524354,1.0
hazelgrove/hazel,.sh,1,1,790.0,790.0,,,.sh,1,790.0,790.0,,,1.0
hmage/norm,.sh,1,1,349.0,349.0,,,.sh,1,349.0,349.0,,,1.0
lalbornoz/midipix_build,.sh,1,3,2165.6666666666665,2165.6666666666665,2025.5266804792607,2025.5266804792607,.sh,3,2165.6666666666665,2165.6666666666665,2025.5266804792607,2025.5266804792607,1.0
rear/rear,.sh,1,591,2848.7309644670049,2848.7309644670049,5752.4495967448884,5752.4495967448884,.sh,591,2848.7309644670054,2848.7309644670054,5752.4495967448875,5752.4495967448875,1.0
Cuis-Smalltalk/Cuis-Smalltalk-Dev,.sh,1,7,687.71428571428578,687.71428571428578,381.94795207624571,381.94795207624571,.sh,7,687.71428571428578,687.71428571428578,381.94795207624571,381.94795207624571,1.0
cadegenn/pwsh_fw,.sh,1,4,2718.75,2718.75,3187.6618782424216,3187.6618782424216,.sh,4,2718.75,2718.75,3187.6618782424212,3187.6618782424212,1.0
rcn-ee/meta-arago,.sh,1,24,1133.3750000000002,1133.3750000000002,1418.9231621963859,1418.9231621963859,.sh,24,1133.3750000000002,1133.3750000000002,1418.9231621963859,1418.9231621963859,1.0
v1s1t0r1sh3r3/airgeddon,.sh,1,4,365033.75,101155.25,462969.71705960424,97594.812168731587,.sh,4,365033.75,101155.25,462969.71705960424,97594.812168731587,1.0
puppylinux-woof-CE/woof-CE,.sh,1,95,6780.3263157894744,6780.3263157894744,11329.060642964168,11329.060642964168,.sh,95,6780.3263157894735,6780.3263157894735,11329.060642964165,11329.060642964165,1.0
blernermhc/RDataTracker,.sh,1,1,6846.0,6846.0,,,.sh,1,6846.0,6846.0,,,1.0
hhoffstaette/portage,.sh,1,1,496.0,496.0,,,.sh,1,496.0,496.0,,,1.0
ocaml-ppx/ocamlformat,.sh,1,4,1617.0,1617.0,680.59238902591323,680.59238902591323,.sh,4,1617.0,1617.0,680.59238902591335,680.59238902591335,1.0
reworkhow/JWAS.jl,.sh,1,1,760.0,760.0,,,.sh,1,760.0,760.0,,,1.0
CanalTP/mimirsbrunn,.sh,1,4,4156.5,4156.5,7510.8730295929427,7510.8730295929427,.sh,4,4156.5,4156.5,7510.8730295929427,7510.8730295929427,1.0
feenkcom/gtoolkit,.sh,1,20,882.10000000000014,882.10000000000014,760.72264120512762,760.72264120512762,.sh,20,882.1,882.1,760.72264120512762,760.72264120512762,1.0
googledatastudio/ds-data-registry,.sh,1,1,787.0,787.0,,,.sh,1,787.0,787.0,,,1.0
google/starlark-rust,.sh,1,3,238.66666666666666,238.66666666666666,98.652589085808259,98.652589085808259,.sh,3,238.66666666666666,238.66666666666666,98.652589085808259,98.652589085808259,1.0
rcn-ee/meta-processor-sdk,.sh,1,4,1774.7499999999998,1774.7499999999998,1782.0006313130195,1782.0006313130195,.sh,4,1774.75,1774.75,1782.0006313130195,1782.0006313130195,1.0
steinbaugh/steinbaugh.github.io,.sh,1,2,277.0,277.0,100.40916292848975,100.40916292848975,.sh,2,277.0,277.0,100.40916292848975,100.40916292848975,1.0
Fgerthoffert/jira-agile-velocity,.sh,1,3,388.66666666666663,388.66666666666663,475.57263728407816,475.57263728407816,.sh,3,388.66666666666669,388.66666666666669,475.57263728407816,475.57263728407816,1.0
OneIdentity/safeguard-ps,.sh,1,3,656.0,656.0,244.80400323524125,244.80400323524125,.sh,3,656.0,656.0,244.80400323524125,244.80400323524125,1.0
nodenv/node-build,.sh,1,1,423.0,423.0,,,.sh,1,423.0,423.0,,,1.0
nana-4/materia-theme,.sh,1,13,2425.4615384615386,2425.4615384615386,3297.66835848666,3297.66835848666,.sh,13,2425.4615384615381,2425.4615384615381,3297.6683584866591,3297.6683584866591,1.0
Varying-Vagrant-Vagrants/VVV,.sh,2,12,4590.3333333333339,4590.3333333333339,9353.9267819683228,9353.9267819683228,.sh,7,7509.7142857142853,7509.7142857142853,11670.952684825203,11670.952684825203,0.58333333333333337
libra/libra,.sh,2,34,1116.2352941176468,1116.2352941176468,976.33756143461608,976.33756143461608,.sh,32,1095.2500000000005,1095.2500000000005,991.62161097610158,991.62161097610158,0.94117647058823528
utPLSQL/utPLSQL,.sh,2,28,1149.4285714285711,1149.4285714285711,1174.6367264620324,1174.6367264620324,.sh,26,1144.0769230769229,1144.0769230769229,1215.7306584297994,1215.7306584297994,0.9285714285714286
A-l-y-l-e/Alyle-UI,.sh,2,11,529.27272727272737,529.27272727272737,344.73673749952758,344.73673749952758,.sh,9,454.77777777777777,454.77777777777777,330.36373052204817,330.36373052204817,0.81818181818181823
Winetricks/winetricks,.sh,2,8,2243.25,2243.25,1332.1784254156262,1332.1784254156262,.sh,7,2102.2857142857142,2102.2857142857142,1372.9605134265778,1372.9605134265778,0.875
asdf-vm/asdf,.sh,2,8,3655.1250000000005,3655.1250000000005,6910.8214611475205,6910.8214611475205,.sh,7,4012.7142857142858,4012.7142857142858,7384.1660263540871,7384.1660263540871,0.875
jgallagher/rusqlite,.sh,2,3,2649616.3333333335,62327.333333333336,4587851.5705578728,106536.00075717755,.sh,2,819.0,819.0,434.16356364854016,434.16356364854016,0.66666666666666663
nawawi/openstack,.sh,2,47,4556.91489361702,4556.91489361702,7110.2592896822325,7110.2592896822325,.sh,37,4345.6486486486492,4345.6486486486492,7734.89562242373,7734.89562242373,0.78723404255319152
splunk/docker-splunk,.sh,2,15,11213.466666666667,11213.466666666667,35030.251499579754,35030.251499579754,.sh,9,2460.2222222222222,2460.2222222222222,1824.2444859295708,1824.2444859295708,0.6
GoogleWebComponents/model-viewer,.sh,2,19,2083.6842105263154,2083.6842105263154,1406.3050108798343,1406.3050108798343,.sh,11,1691.6363636363637,1691.6363636363637,981.91540091061552,981.91540091061552,0.57894736842105265
build-canaries/nevergreen,.sh,2,25,3490.3599999999997,3490.3599999999997,10350.469872104035,10350.469872104035,.sh,15,1428.1333333333334,1428.1333333333334,3109.5155770327833,3109.5155770327833,0.6
jalanb/jab,.sh,2,168,2264.416666666667,2264.416666666667,6417.5584538034436,6417.5584538034436,.sh,115,2046.8956521739121,2046.8956521739121,7406.6108668456254,7406.6108668456254,0.68452380952380953
wechaty/wechaty,.sh,2,18,744.72222222222229,744.72222222222229,1644.372428316206,1644.372428316206,.sh,12,1065.083333333333,1065.083333333333,1959.916346003914,1959.916346003914,0.66666666666666663
GoogleCloudPlatform/oss-test-infra,.sh,2,3,2090.333333333333,2090.333333333333,1016.6712021756756,1016.6712021756756,.sh,2,2118.5,2118.5,1436.1338725898779,1436.1338725898779,0.66666666666666663
coil-kt/coil,.sh,2,5,775.2,775.2,1179.5232935385379,1179.5232935385379,.sh,4,258.5,258.5,274.17938167071082,274.17938167071082,0.8
mozilla-services/kinto-dist,.sh,2,8,2527.375,2527.375,3230.7914084632575,3230.7914084632575,.sh,5,1688.6,1688.6,2308.8089570165826,2308.8089570165826,0.625
gallais/generic-syntax,.sh,2,4,565.25,565.25,230.65323901186963,230.65323901186963,.sh,3,469.0,469.0,155.6181223379848,155.6181223379848,0.75
madisongh/meta-tegra,.sh,2,9,3672.4444444444443,3672.4444444444443,3208.7535006257149,3208.7535006257149,.sh,8,3536.875,3536.875,3402.6355095299709,3402.6355095299709,0.88888888888888884
openstack/rpm-packaging,.sh,2,4,1037.25,1037.25,810.88608941083692,810.88608941083692,.sh,3,1348.6666666666667,1348.6666666666667,635.94208331681693,635.94208331681693,0.75
square/leakcanary,.sh,2,3,375.0,375.0,488.44242240002046,488.44242240002046,.sh,2,517.0,517.0,596.79812332144616,596.79812332144616,0.66666666666666663
